"","GROUP_SET","GROUP_ID","GROUP_NAME","TEAM_ID","TEAM_ABBREVIATION","GP","W","L","W_PCT","MIN","E_OFF_RATING","OFF_RATING","E_DEF_RATING","DEF_RATING","E_NET_RATING","NET_RATING","AST_PCT","AST_TO","AST_RATIO","OREB_PCT","DREB_PCT","REB_PCT","TM_TOV_PCT","EFG_PCT","TS_PCT","E_PACE","PACE","PACE_PER40","POSS","PIE","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","OFF_RATING_RANK","DEF_RATING_RANK","NET_RATING_RANK","AST_PCT_RANK","AST_TO_RANK","AST_RATIO_RANK","OREB_PCT_RANK","DREB_PCT_RANK","REB_PCT_RANK","TM_TOV_PCT_RANK","EFG_PCT_RANK","TS_PCT_RANK","PACE_RANK","PIE_RANK"
"11","Lineups","-202704-203484-203932-203999-1629008-","R. Jackson - K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr.","1610612743","DEN","54","37","17","0.685","442","113.3","111.5","109.3","105.5","3.9","6","0.706","2.42","21","0.265","0.783","0.519","0.123","0.548","0.579","102.2","104.8","87.34","974","0.523","2","2","15223","5124","11","6218","7670","6011","4994","2021","4456","6090","5795","5681","8560","6239","6691","7765","6457"
"12","Lineups","-201942-202696-1627936-1629632-1630245-","D. DeRozan - N. Vucevic - A. Caruso - C. White - A. Dosunmu","1610612741","CHI","30","15","15","0.5","433","107.5","105.7","108","108.5","-0.4","-2.8","0.676","2.33","19.4","0.199","0.707","0.463","0.113","0.52","0.562","100","100.63","83.86","912","0.505","28","38","15219","6028","12","6826","7951","8153","5227","2140","5690","7702","7315","8532","8327","6708","7198","9790","6757"
"13","Lineups","-202685-203468-1627742-1629627-1630529-","J. Valanciunas - C. McCollum - B. Ingram - Z. Williamson - H. Jones","1610612740","NOP","40","25","15","0.625","421","115.5","115.5","115","115.7","0.5","-0.2","0.648","2.1","20.5","0.283","0.76","0.528","0.138","0.575","0.6","103.2","102.87","85.73","903","0.512","10","14","15219","5693","13","5727","8849","7979","6300","2295","4608","5916","6040","5522","9268","5638","6187","8622","6650"
"14","Lineups","-1630170-1630200-1630577-1631110-1641705-","D. Vassell - T. Jones - J. Champagnie - J. Sochan - V. Wembanyama","1610612759","SAS","37","10","27","0.27","404","113.6","113.8","111","110.5","2.6","3.3","0.77","2.23","22.8","0.258","0.766","0.516","0.148","0.569","0.6","103.1","103.29","86.08","872","0.53","14","116","15232","8350","14","5956","8182","6194","4088","2206","3646","6152","5993","5716","9849","5795","6185","8489","6320"
"15","Lineups","-1626167-1627783-1629614-1630169-1630174-","M. Turner - P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith","1610612754","IND","22","13","9","0.591","385","111.7","111.4","106.4","105.5","5.3","5.9","0.705","2.79","21.9","0.162","0.749","0.47","0.108","0.559","0.587","101.7","102.32","85.27","823","0.536","54","55","15134","5900","15","6220","7668","6012","5011","1690","4086","8110","6824","8419","7987","5990","6474","9014","6211"
"16","Lineups","-203471-1627751-1627783-1628384-1630567-","D. Schroder - J. Poeltl - P. Siakam - O. Anunoby - S. Barnes","1610612761","TOR","27","11","16","0.407","366","112.6","112.5","113.8","113.4","-1.1","-0.9","0.697","2.37","21.8","0.256","0.755","0.511","0.131","0.561","0.583","100.6","100.85","84.04","770","0.51","34","91","15222","7617","16","6148","8560","8016","5095","2057","4118","6160","6072","5781","9055","5974","6585","9706","6689"
"17","Lineups","-2544-203076-1626156-1629060-1630559-","L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves","1610612747","LAL","23","17","6","0.739","358","116.3","115.3","109.7","110.2","6.6","5","0.697","2.25","22.9","0.211","0.752","0.511","0.142","0.605","0.627","102.5","102.67","85.56","772","0.555","49","29","14898","5029","17","5766","8167","6062","5096","2163","3635","7229","6079","5790","9319","4970","5349","8891","5880"
"18","Lineups","-1628378-1628386-1629622-1629636-1630596-","D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley","1610612739","CLE","26","16","10","0.615","337","113.4","113.3","110.1","110.9","3.3","2.4","0.653","2.05","20.9","0.274","0.725","0.508","0.144","0.571","0.596","101.3","101","84.16","713","0.53","36","33","15162","5740","18","6009","8211","6247","6271","2317","4483","5968","7008","5824","9799","5774","6261","9649","6322"
"19","Lineups","-203915-1627827-1628969-1629651-1629661-","S. Dinwiddie - D. Finney-Smith - M. Bridges - N. Claxton - C. Johnson","1610612751","BKN","27","10","17","0.37","313","114.1","113.9","107.5","106.9","6.6","7","0.647","2.49","18.7","0.3","0.745","0.514","0.107","0.523","0.553","96.4","96.76","80.63","625","0.523","34","116","15223","7773","19","5944","7792","5931","6302","1997","6011","5629","6829","5750","7970","6670","7353","11396","6449"
"20","Lineups","-201143-201950-1627759-1628369-1628401-","A. Horford - J. Holiday - J. Brown - J. Tatum - D. White","1610612738","BOS","31","27","4","0.871","305","121.9","119.6","114.2","114.2","7.7","5.3","0.662","2.69","20.3","0.199","0.746","0.483","0.103","0.6","0.632","101","101.97","84.98","649","0.535","26","10","14390","4620","20","5277","8606","6040","6245","1720","4649","7700","6827","8155","7851","4987","5264","9160","6229"
"21","Lineups","-201572-203081-203109-203507-1627736-","B. Lopez - D. Lillard - J. Crowder - G. Antetokounmpo - M. Beasley","1610612749","MIL","24","15","9","0.625","293","119.5","119.9","105.8","104.3","13.7","15.6","0.574","2.26","18.3","0.235","0.776","0.516","0.11","0.58","0.611","102.7","103.31","86.09","629","0.554","40","38","15134","5693","21","5269","7562","5223","7235","2161","6094","6957","5924","5732","8005","5556","5847","8487","5894"
"22","Lineups","-203914-1628976-1630532-1630591-1631094-","G. Harris - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero","1610612753","ORL","19","15","4","0.789","292","115","114.5","102.5","103","12.5","11.5","0.614","1.73","19","0.228","0.816","0.52","0.149","0.584","0.615","98.2","98.19","81.82","598","0.563","82","38","14390","4791","22","5815","7484","5548","6689","3573","5860","7025","5206","5660","9875","5362","5695","10809","5711"
"23","Lineups","-203991-1627749-1629027-1630180-1630552-","C. Capela - D. Murray - T. Young - S. Bey - J. Johnson","1610612737","ATL","21","9","12","0.429","289","107.9","108.4","120.8","120.7","-12.9","-12.4","0.614","1.63","17.3","0.344","0.709","0.513","0.152","0.503","0.537","106.1","105.92","88.26","633","0.428","61","159","15201","7573","23","6558","9571","8890","6688","3733","6636","4271","7302","5760","9929","6806","7693","7217","8400"
"24","Lineups","-1628365-1628976-1630532-1630591-1631094-","M. Fultz - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero","1610612753","ORL","19","12","7","0.632","280","108.1","110.1","104.8","105.5","3.3","4.6","0.611","1.95","18.8","0.276","0.792","0.522","0.135","0.537","0.557","101","99.77","83.14","586","0.517","82","73","15012","5691","24","6340","7669","6105","6691","3396","5894","5956","5702","5645","9192","6450","7254","10194","6574"
"25","Lineups","-1629048-1630532-1630591-1631094-1641710-","G. Bitadze - F. Wagner - J. Suggs - P. Banchero - A. Black","1610612753","ORL","22","14","8","0.636","274","110.9","113.3","102.8","104.1","8.1","9.2","0.585","1.59","18.1","0.318","0.771","0.547","0.159","0.55","0.585","104.4","102.65","85.54","586","0.558","54","49","15079","5677","25","6010","7551","5739","7166","3778","6390","5411","5942","5071","10113","6152","6503","8893","5799"
"26","Lineups","-1627739-1628374-1628381-1629012-1631323-","K. Dunn - L. Markkanen - J. Collins - C. Sexton - S. Fontecchio","1610612762","UTA","20","13","7","0.65","256","124.2","125.9","119.5","121.6","4.7","4.3","0.722","3","23.4","0.303","0.764","0.532","0.116","0.6","0.628","105.1","103.45","86.21","553","0.524","68","55","15012","5666","26","4352","9641","6119","4794","1051","3455","5540","6019","5466","8377","4986","5345","8416","6448"
"27","Lineups","-2544-203076-1626156-1627752-1630559-","L. James - A. Davis - D. Russell - T. Prince - A. Reaves","1610612747","LAL","33","19","14","0.576","242","116.5","115.1","117.6","116.8","-1.1","-1.7","0.681","2.84","20.8","0.252","0.722","0.491","0.103","0.556","0.594","104.1","105.04","87.53","536","0.519","20","25","15213","5910","27","5774","9100","8075","5196","1664","4539","6167","7055","8071","7845","6025","6331","7651","6528"
"28","Lineups","-1628378-1628386-1629622-1629731-1630171-","D. Mitchell - J. Allen - M. Strus - D. Wade - I. Okoro","1610612739","CLE","22","17","5","0.773","232","122.7","121.4","100.6","101.8","22.1","19.6","0.659","2.67","20.6","0.308","0.763","0.537","0.111","0.582","0.611","102.5","102.44","85.36","495","0.594","54","29","14713","4812","28","4981","7434","4875","6250","1721","4601","5481","6023","5366","8013","5539","5867","8960","5203"
"29","Lineups","-201939-203110-203952-1630228-1641764-","S. Curry - D. Green - A. Wiggins - J. Kuminga - B. Podziemski","1610612744","GSW","24","13","11","0.542","232","119.8","117.3","105.2","105","14.6","12.3","0.716","3.24","22.3","0.244","0.75","0.51","0.099","0.577","0.601","102.1","103.24","86.03","497","0.574","40","55","15184","6000","29","5474","7641","5507","4806","1024","3742","6890","6081","5800","7597","5625","6082","8516","5502"
"30","Lineups","-203471-1627827-1628969-1629651-1630560-","D. Schroder - D. Finney-Smith - M. Bridges - N. Claxton - C. Thomas","1610612751","BKN","17","6","11","0.353","228","111.1","110.1","113.6","116","-2.5","-5.9","0.668","2.69","20.1","0.242","0.717","0.473","0.105","0.536","0.557","96","95.47","79.56","457","0.48","112","357","15184","7782","31","6342","8872","8385","5240","1719","4681","6897","7083","8357","7884","6459","7278","11869","7412"
"31","Lineups","-203944-1628973-1629011-1629628-1629656-","J. Randle - J. Brunson - M. Robinson - R. Barrett - Q. Grimes","1610612752","NYK","14","9","5","0.643","228","108.5","111.2","106.7","104.8","1.8","6.4","0.553","1.64","16.2","0.29","0.7","0.495","0.135","0.523","0.56","100.5","100.13","83.44","473","0.508","171","159","14713","5670","30","6225","7617","5986","7505","3724","7576","5689","7356","8035","9202","6680","7215","10009","6726"
"32","Lineups","-201942-202696-203897-1627936-1629632-","D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - C. White","1610612741","CHI","18","8","10","0.444","227","106.9","106.6","111.7","109.4","-4.8","-2.9","0.648","1.76","18.6","0.169","0.715","0.455","0.14","0.544","0.582","99.2","100.39","83.66","472","0.472","92","206","15162","7554","32","6763","8061","8156","6298","3513","6018","7846","7088","8681","9296","6327","6615","9907","7541"
"33","Lineups","-203915-1628969-1629651-1629661-1630560-","S. Dinwiddie - M. Bridges - N. Claxton - C. Johnson - C. Thomas","1610612751","BKN","24","10","14","0.417","224","105.3","105.6","124.2","122.7","-18.9","-17","0.626","2.13","18.5","0.188","0.681","0.42","0.117","0.52","0.549","101.7","102.17","85.14","478","0.398","40","116","15213","7609","33","6829","9762","9339","6498","2277","6028","7726","7613","9570","8399","6703","7455","9071","8902"
"34","Lineups","-201587-202699-203954-1629001-1630178-","N. Batum - T. Harris - J. Embiid - D. Melton - T. Maxey","1610612755","PHI","14","12","2","0.857","219","136.1","135.2","102.2","101.3","33.9","34","0.658","3.22","21.6","0.318","0.769","0.566","0.097","0.623","0.672","102.9","103.73","86.44","474","0.657","171","73","11854","4623","34","3378","7420","3702","6254","1026","4163","5398","5983","4696","7573","4734","4359","8284","4293"
"35","Lineups","-201142-201569-203994-1626164-1628960-","K. Durant - E. Gordon - J. Nurkic - D. Booker - G. Allen","1610612756","PHX","34","24","10","0.706","215","116.6","116.7","103","103","13.6","13.7","0.681","2.07","22","0.219","0.736","0.526","0.148","0.619","0.646","103","102.9","85.75","461","0.603","19","17","15162","5093","35","5489","7485","5367","5197","2309","4074","7167","6889","5569","9845","4758","4966","8617","4999"
"36","Lineups","-203084-1627734-1628368-1631099-1631165-","H. Barnes - D. Sabonis - D. Fox - K. Murray - K. Ellis","1610612758","SAC","20","10","10","0.5","197","105","105.8","103.8","101.7","1.2","4","0.707","2.02","19.4","0.294","0.789","0.539","0.139","0.505","0.532","96.7","97.3","81.09","397","0.525","68","116","15162","6028","36","6819","7428","6142","4992","2319","5689","5645","5716","5252","9271","6799","7867","11182","6417"
"37","Lineups","-1628392-1628404-1628973-1628978-1630173-","I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa","1610612752","NYK","12","8","4","0.667","189","118.8","119.5","112.4","113","6.4","6.4","0.605","2.2","18.9","0.33","0.726","0.525","0.124","0.544","0.578","94.3","93.77","78.14","370","0.553","252","206","14390","5127","37","5282","8513","5985","6729","2240","5880","5362","7006","5575","8571","6326","6720","12461","5902"
"38","Lineups","-202710-1626179-1628389-1629130-1631107-","J. Butler - T. Rozier - B. Adebayo - D. Robinson - N. Jovic","1610612748","MIA","14","7","7","0.5","181","111.1","109.1","115.4","115.8","-4.3","-6.8","0.677","2.5","20.8","0.14","0.785","0.464","0.112","0.561","0.589","98.6","99.3","82.75","375","0.476","171","265","15012","6028","39","6517","8866","8456","5217","1815","4489","8334","5789","8522","8321","5978","6436","10422","7479"
"39","Lineups","-201144-203497-1629675-1630162-1630183-","M. Conley - R. Gobert - N. Reid - A. Edwards - J. McDaniels","1610612750","MIN","38","28","10","0.737","181","104.5","101.3","99.4","97.1","5.1","4.2","0.622","1.51","17.8","0.238","0.706","0.488","0.159","0.545","0.563","99.2","101.86","84.88","384","0.542","13","7","15162","5030","38","7036","5614","6133","6617","3807","6445","6915","7346","8101","10115","6264","7111","9211","6106"
"40","Lineups","-203944-1628384-1628392-1628973-1628978-","J. Randle - O. Anunoby - I. Hartenstein - J. Brunson - D. DiVincenzo","1610612752","NYK","10","9","1","0.9","180","124.7","126.6","110.4","110","14.4","16.6","0.665","2.13","21.2","0.284","0.78","0.544","0.142","0.617","0.651","102.3","101.73","84.77","380","0.556","366","159","4581","4589","40","4312","8090","5169","6241","2276","4370","5914","5815","5186","9318","4783","4892","9267","5809"
"41","Lineups","-203991-1627749-1629027-1629631-1630180-","C. Capela - D. Murray - T. Young - D. Hunter - S. Bey","1610612737","ATL","16","8","8","0.5","177","118.5","118.4","116.2","115.5","2.3","2.9","0.577","2.2","17.9","0.354","0.724","0.524","0.118","0.539","0.569","106.1","106.49","88.74","391","0.503","125","206","15079","6028","41","5376","8838","6216","7229","2240","6422","4217","7012","5613","8400","6398","6930","6994","6772"
"42","Lineups","-1627832-1630224-1630256-1630578-1631095-","F. VanVleet - J. Green - J. Tate - A. Sengun - J. Smith Jr.","1610612745","HOU","21","10","11","0.476","175","109.6","110.6","115.4","113.2","-5.9","-2.5","0.616","2.37","18.8","0.199","0.741","0.465","0.106","0.537","0.57","98.7","99.19","82.66","357","0.472","61","116","15184","7542","42","6313","8528","8127","6647","2056","5901","7701","6844","8498","7945","6451","6923","10441","7540"
"43","Lineups","-203991-1627749-1629027-1629631-1630552-","C. Capela - D. Murray - T. Young - D. Hunter - J. Johnson","1610612737","ATL","14","7","7","0.5","172","115.1","113","117.2","119","-2.1","-6.1","0.569","1.81","17","0.287","0.661","0.467","0.13","0.53","0.571","103.8","103.97","86.64","370","0.476","171","265","15012","6028","44","6022","9257","8399","7395","3477","6715","5699","8738","8443","9028","6560","6898","8151","7456"
"44","Lineups","-1628392-1628404-1628973-1628978-1630540-","I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - M. McBride","1610612752","NYK","14","7","7","0.5","172","136.3","138.2","106.9","107.1","29.4","31.1","0.665","3.9","23.6","0.288","0.694","0.5","0.089","0.663","0.679","95.2","94.51","78.76","338","0.625","171","265","15012","6028","43","3173","7804","4010","6240","841","3372","5697","7466","5848","7259","4010","4238","12205","4728"
"45","Lineups","-1626167-1627741-1628971-1630167-1630169-","M. Turner - B. Hield - B. Brown - O. Toppin - T. Haliburton","1610612754","IND","17","9","8","0.529","171","130.6","134","115.2","114.1","15.4","19.9","0.711","3.21","24.3","0.275","0.793","0.545","0.111","0.643","0.67","106.9","106.04","88.36","377","0.579","112","159","15079","6019","45","3417","8602","4864","4978","1027","3231","5962","5697","5181","8318","4193","4375","7173","5431"
"46","Lineups","-1627751-1629018-1629628-1630193-1630567-","J. Poeltl - G. Trent Jr. - R. Barrett - I. Quickley - S. Barnes","1610612761","TOR","10","4","6","0.4","164","118.9","119.4","107.8","109.2","11.1","10.3","0.669","2.87","21","0.317","0.728","0.518","0.107","0.555","0.582","104","103.17","85.98","355","0.552","366","677","14898","7618","46","5287","8044","5636","5239","1655","4471","5413","6942","5698","7948","6117","6614","8544","5918"
"47","Lineups","-1626145-1628398-1629655-1629673-1641731-","T. Jones - K. Kuzma - D. Gafford - J. Poole - B. Coulibaly","1610612764","WAS","29","5","24","0.172","160","106.2","104.3","117.2","119.1","-11","-14.8","0.662","2.47","19.7","0.193","0.566","0.373","0.109","0.528","0.552","104.8","104.91","87.43","349","0.433","30","483","15230","8613","47","6918","9268","9086","6244","2000","5607","7713","9659","10653","7996","6591","7369","7726","8252"
"48","Lineups","-1627747-1627777-1628386-1629636-1630171-","C. LeVert - G. Niang - J. Allen - D. Garland - I. Okoro","1610612739","CLE","22","8","14","0.364","158","119.2","118.5","120.6","123.7","-1.4","-5.2","0.71","2.65","21.9","0.267","0.654","0.461","0.118","0.591","0.62","95.6","94.68","78.9","314","0.51","54","206","15213","7775","48","5372","9837","8332","4981","1782","4088","6048","8753","8634","8473","5258","5605","12145","6680"
"49","Lineups","-1627832-1628415-1630224-1631095-1641708-","F. VanVleet - D. Brooks - J. Green - J. Smith Jr. - A. Thompson","1610612745","HOU","13","8","5","0.615","157","119.1","121.1","114.4","115.7","4.7","5.5","0.597","2.49","19.8","0.259","0.761","0.497","0.112","0.579","0.603","102.5","101.08","84.24","331","0.516","206","206","14713","5740","49","4991","8848","6032","7112","1998","5589","6134","6039","8032","8319","5565","6049","9575","6584"
"50","Lineups","-201939-202691-203110-203952-1630228-","S. Curry - K. Thompson - D. Green - A. Wiggins - J. Kuminga","1610612744","GSW","24","13","11","0.542","157","115","116.1","98","98","17","18.1","0.632","2.23","20","0.258","0.704","0.496","0.126","0.578","0.6","105.5","105.06","87.55","341","0.571","40","55","15184","6000","50","5685","5645","4961","6462","2206","4682","6151","7348","8033","8972","5576","6186","7643","5606"
"51","Lineups","-201942-202696-1627936-1629632-1630172-","D. DeRozan - N. Vucevic - A. Caruso - C. White - P. Williams","1610612741","CHI","14","8","6","0.571","153","116.2","113.3","111","112.3","5.3","1","0.605","2.23","18.2","0.24","0.777","0.503","0.111","0.549","0.589","98.9","99.59","82.99","316","0.488","171","206","14898","5911","51","6011","8375","6321","6730","2208","6106","6906","5922","5844","8011","6231","6441","10249","7266"
"52","Lineups","-203084-1627734-1628368-1628370-1631099-","H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray","1610612758","SAC","36","21","15","0.583","151","114.1","115.3","122.2","117","-8","-1.8","0.551","2.11","16.4","0.324","0.786","0.525","0.108","0.517","0.566","103.5","105.17","87.65","334","0.473","15","22","15219","5902","52","5767","9105","8076","7512","2288","7542","5370","5737","5581","7974","6734","7067","7581","7521"
"53","Lineups","-202681-1627884-1629023-1629029-1629655-","K. Irving - D. Jones Jr. - P. Washington - L. Doncic - D. Gafford","1610612742","DAL","15","13","2","0.867","151","115.5","114.8","98.8","97.6","16.7","17.2","0.589","2.12","19.3","0.252","0.806","0.525","0.127","0.574","0.59","104","105.07","87.56","332","0.567","144","55","11854","4621","53","5803","5635","5012","7136","2285","5722","6170","5266","5571","8975","5647","6405","7642","5654"
"54","Lineups","-2544-203076-1626156-1627752-1629629-","L. James - A. Davis - D. Russell - T. Prince - C. Reddish","1610612747","LAL","14","9","5","0.643","151","107.9","108.8","108.6","108.5","-0.6","0.3","0.731","2","21.3","0.215","0.709","0.481","0.148","0.548","0.583","105.3","104.96","87.46","330","0.518","171","159","14713","5670","54","6528","7950","6373","4732","2320","4358","7186","7304","8187","9874","6243","6513","7700","6551"
"55","Lineups","-203991-203992-1627749-1630180-1630552-","C. Capela - B. Bogdanovic - D. Murray - S. Bey - J. Johnson","1610612737","ATL","20","10","10","0.5","149","107.3","107","115.6","113.7","-8.3","-6.7","0.561","1.82","15.3","0.367","0.718","0.537","0.12","0.473","0.518","100.4","101.43","84.52","316","0.483","68","116","15162","6028","55","6726","8585","8452","7429","3476","7934","4111","7082","5360","8515","8703","8126","9414","7337"
"56","Lineups","-201935-202331-202695-203486-1629611-","J. Harden - P. George - K. Leonard - M. Plumlee - T. Mann","1610612746","LAC","11","9","2","0.818","148","132.2","133.2","116.9","117.8","15.3","15.4","0.63","3.41","21.6","0.299","0.716","0.524","0.092","0.631","0.659","96.2","95.39","79.49","295","0.575","300","159","11854","4694","57","3879","9155","5233","6480","959","4162","5630","7087","5614","7458","4409","4738","11899","5487"
"57","Lineups","-1626167-1628971-1630167-1630169-1631097-","M. Turner - B. Brown - O. Toppin - T. Haliburton - B. Mathurin","1610612754","IND","20","12","8","0.6","148","115.8","118.6","121.6","122.6","-5.8","-4","0.642","2","19.1","0.304","0.707","0.507","0.134","0.558","0.606","108.2","106.41","88.67","328","0.476","68","73","15079","5749","56","5361","9759","8238","6362","2320","5791","5536","7317","5828","9182","6009","5974","7025","7458"
"58","Lineups","-203937-1626157-1629638-1629675-1630162-","K. Anderson - K. Towns - N. Alexander-Walker - N. Reid - A. Edwards","1610612750","MIN","41","29","12","0.707","147","115.2","112.3","115.6","113.3","-0.4","-0.9","0.648","1.88","18.4","0.274","0.731","0.502","0.133","0.565","0.609","101.8","104.15","86.79","324","0.511","8","6","15201","5092","58","6151","8532","8019","6299","3423","6083","5966","6935","5847","9076","5852","5909","8075","6677"
"59","Lineups","-203482-203903-1630534-1631117-1641718-","K. Olynyk - J. Clarkson - O. Agbaji - W. Kessler - K. George","1610612762","UTA","16","11","5","0.688","146","110.1","110","123.3","122.4","-13.2","-12.4","0.713","1.64","20.4","0.282","0.641","0.49","0.171","0.567","0.616","101.2","101.64","84.7","310","0.478","125","91","14713","5120","59","6343","9743","8891","4974","3723","4631","5918","8848","8083","10764","5812","5681","9334","7423"
"60","Lineups","-1630191-1630595-1631093-1631105-1641709-","I. Stewart - C. Cunningham - J. Ivey - J. Duren - A. Thompson","1610612765","DET","14","4","10","0.286","145","111","110.4","117.9","118.1","-6.8","-7.7","0.655","1.66","18.5","0.326","0.775","0.548","0.157","0.527","0.574","99.8","99.98","83.32","299","0.458","171","677","15162","8316","60","6331","9165","8526","6258","3719","6057","5366","5925","5058","10075","6610","6795","10106","7802"
"61","Lineups","-203468-1626204-1627742-1629627-1630529-","C. McCollum - L. Nance Jr. - B. Ingram - Z. Williamson - H. Jones","1610612740","NOP","24","15","9","0.625","143","111.7","108.8","111","108.1","0.6","0.8","0.628","1.9","18.7","0.263","0.719","0.489","0.136","0.535","0.576","96.9","99.52","82.93","295","0.506","40","38","15134","5693","61","6527","7902","6343","6492","3412","6005","6116","7077","8088","9203","6487","6757","10277","6743"
"62","Lineups","-1629640-1630170-1630200-1631110-1641705-","K. Johnson - D. Vassell - T. Jones - J. Sochan - V. Wembanyama","1610612759","SAS","39","12","27","0.308","142","117.6","117.4","100.9","96.6","16.6","20.8","0.73","2.5","21.3","0.349","0.689","0.52","0.124","0.565","0.603","106.5","108.96","90.8","322","0.628","11","73","15232","8309","62","5466","5589","4745","4735","1815","4351","4256","7532","5661","8570","5851","6048","6038","4662"
"63","Lineups","-203991-203992-1627749-1629631-1630249-","C. Capela - B. Bogdanovic - D. Murray - D. Hunter - V. Krejci","1610612737","ATL","10","5","5","0.5","141","123.3","122.6","111.7","110.1","11.6","12.5","0.602","2.58","19.1","0.351","0.77","0.551","0.108","0.573","0.594","97","97.92","81.6","287","0.536","366","483","14713","6028","63","4824","8157","5450","6737","1801","5786","4240","5943","5021","7975","5650","6336","10948","6219"
"64","Lineups","-201939-202691-203110-203952-1626172-","S. Curry - K. Thompson - D. Green - A. Wiggins - K. Looney","1610612744","GSW","13","5","8","0.385","140","109.3","109","119.5","118.1","-10.3","-9.1","0.676","1.34","17.3","0.387","0.801","0.581","0.187","0.521","0.563","100.8","101.49","84.57","299","0.458","206","483","15079","7742","64","6518","9164","8636","5229","4252","6635","3889","5279","4302","11094","6689","7103","9397","7780"
"65","Lineups","-201942-202696-1629632-1630172-1630245-","D. DeRozan - N. Vucevic - C. White - P. Williams - A. Dosunmu","1610612741","CHI","20","11","9","0.55","139","118.9","118.2","106.1","100.7","12.7","17.5","0.699","2.97","21.1","0.264","0.732","0.505","0.101","0.549","0.588","96.5","99.33","82.77","286","0.574","68","91","15134","5987","65","5380","7413","4997","5092","1645","4394","6096","6933","5837","7832","6230","6455","10332","5507"
"66","Lineups","-203992-1629027-1630168-1630180-1630552-","B. Bogdanovic - T. Young - O. Okongwu - S. Bey - J. Johnson","1610612737","ATL","19","10","9","0.526","136","122.8","123","108.3","109.3","14.4","13.7","0.677","2.25","21","0.313","0.74","0.54","0.133","0.595","0.635","106.2","105.65","88.04","300","0.581","82","116","15134","6023","66","4804","8053","5368","5225","2164","4458","5431","6853","5242","9080","5222","5210","7349","5389"
"67","Lineups","-201587-202699-203954-1626162-1630178-","N. Batum - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey","1610612755","PHI","11","10","1","0.909","134","123.2","124.1","117.6","117.1","5.6","7","0.736","2.79","22.7","0.283","0.674","0.489","0.119","0.578","0.621","100","99.88","83.23","278","0.537","300","116","4581","4584","67","4721","9112","5932","4708","1689","3692","5915","7642","8094","8477","5589","5590","10138","6195"
"68","Lineups","-203084-1627734-1628368-1630537-1631099-","H. Barnes - D. Sabonis - D. Fox - C. Duarte - K. Murray","1610612758","SAC","13","7","6","0.538","130","107.7","112.2","109.8","110.7","-2.1","1.5","0.549","1.34","17.2","0.366","0.766","0.553","0.185","0.551","0.561","102.7","100.21","83.51","271","0.483","206","265","14898","6003","69","6156","8205","6300","7518","4251","6680","4117","5991","5006","11070","6146","7208","9978","7344"
"69","Lineups","-203903-1628374-1628381-1630534-1641718-","J. Clarkson - L. Markkanen - J. Collins - O. Agbaji - K. George","1610612762","UTA","12","5","7","0.417","130","111.8","111.8","120.3","119.6","-8.5","-7.8","0.6","1.78","17.3","0.321","0.712","0.506","0.137","0.524","0.561","100.5","100.79","83.99","271","0.442","252","483","15012","7609","68","6181","9292","8529","6738","3505","6625","5377","7293","5835","9243","6657","7207","9729","8110"
"70","Lineups","-201144-203497-1626157-1629638-1630162-","M. Conley - R. Gobert - K. Towns - N. Alexander-Walker - A. Edwards","1610612750","MIN","18","14","4","0.778","124","109.1","110.6","103.5","103.1","5.6","7.6","0.63","1.66","18.7","0.252","0.739","0.502","0.156","0.555","0.581","101.5","101.03","84.19","263","0.544","92","49","14390","4798","70","6312","7488","5890","6482","3721","6004","6168","6862","5846","10053","6116","6673","9635","6052"
"71","Lineups","-201942-202696-203897-1629632-1630172-","D. DeRozan - N. Vucevic - Z. LaVine - C. White - P. Williams","1610612741","CHI","15","6","9","0.4","122","115.5","115.9","121.9","121.4","-6.3","-5.5","0.54","2.26","18.2","0.202","0.815","0.493","0.108","0.572","0.597","98.6","98.57","82.14","251","0.453","144","357","15134","7618","71","5698","9613","8354","7575","2162","6379","7257","5211","8046","7971","5654","6246","10701","7880"
"72","Lineups","-201935-202331-202695-1626181-1627826-","J. Harden - P. George - K. Leonard - N. Powell - I. Zubac","1610612746","LAC","28","17","11","0.607","121","122.8","121.3","102.1","102.9","20.7","18.4","0.634","2.73","20","0.23","0.75","0.493","0.101","0.583","0.629","99","99.29","82.74","258","0.621","32","29","15184","5748","72","4983","7478","4934","6455","1711","4684","7019","6081","8044","7830","5364","5314","10423","4754"
